price,price_category,type,beds,baths,address,furnishing,completion_status,post_date,average_rent,building_name,year_of_completion,total_parking_spaces,total_floors,total_building_area_sqft,elevators,area_name,city,country,Latitude,Longitude,purpose
2200000,Medium,Villa,5,8,"Al Mowaihat, Ajman",Unfurnished,Ready,2024-04-07,98900,Unknown,0,0,0,0,0,Al Mowaihat,Ajman,UAE,25.380597,55.512643,For Sale
1907768,Medium,Apartment,1,2,"Royal Regency, Business Bay, Dubai",Unfurnished,Off-Plan,2024-03-16,0,Unknown,0,0,0,0,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale
912000,Average,Townhouse,2,2,"Verdana 2, Dubai Investment Park (DIP), Dubai",Unfurnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Dubai Investment Park (DIP),Dubai,UAE,24.983282,55.179132,For Sale
1350000,Average,Apartment,2,3,"Nasaq, Aljada, Sharjah",Unfurnished,Off-Plan,2024-04-20,0,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
3300000,High,Villa,3,4,"Noya Luma, Noya, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
1320000,Average,Apartment,1,1,"Elitz by Danube, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Off-Plan,2024-03-04,0,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
2500000,Medium,Residential Plot,5,7,"Al Zahia, Muwaileh, Sharjah",Unfurnished,Ready,2024-04-02,0,Unknown,0,0,0,0,0,Muwaileh,Sharjah,UAE,25.2963963,55.4421946,For Sale
1420000,Medium,Apartment,1,2,"Reem Hills, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
720000,Average,Apartment,1,1,"The Bridges, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2024-03-19,56856,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
870000,Average,Apartment,1,2,"Souks Residential, Al Mamsha, Muwaileh, Sharjah",Unfurnished,Off-Plan,2024-04-20,0,Unknown,0,0,0,0,0,Muwaileh,Sharjah,UAE,25.2963963,55.4421946,For Sale
860000,Average,Apartment,2,3,"Reeman Living, Al Reeman 1, Al Shamkha, Abu Dhabi",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Al Shamkha,Abu Dhabi,UAE,24.3866584,54.7074507,For Sale
520000,Average,Apartment,0,1,"Al Khail Heights, Al Quoz 4, Al Quoz, Dubai",Unfurnished,Ready,2024-03-19,47624,Unknown,0,0,0,0,0,Al Quoz,Dubai,UAE,25.1177213,55.2357807,For Sale
1150000,Average,Apartment,1,2,"Marina Heights II, Marina Heights, Marina Square, Al Reem Island, Abu Dhabi",Furnished,Ready,2023-12-11,58324,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
2650000,Medium,Townhouse,4,3,"Ibiza, DAMAC Lagoons, Dubai",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,DAMAC Lagoons,Dubai,UAE,25.017012,55.237944,For Sale
672000,Average,Apartment,1,2,"Ajmal Makan, Sharjah Waterfront City, Sharjah",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Sharjah Waterfront City,Sharjah,UAE,25.503021,55.521243,For Sale
1085000,Average,Apartment,1,2,"The Spark by Esnaad, Meydan South Villas, District 11, Mohammed Bin Rashid City, Dubai",Unfurnished,Off-Plan,2024-03-25,0,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale
2400000,Medium,Townhouse,4,5,"Shaghrafa 1, Al Rahmaniya, Sharjah",Unfurnished,Off-Plan,2023-06-23,0,Unknown,0,0,0,0,0,Al Rahmaniya,Sharjah,UAE,25.33455735,55.57830408329693,For Sale
3250000,High,Townhouse,3,4,"Noya Viva, Noya, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-02-12,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.4940223,54.6073721,For Sale
1749555,Medium,Apartment,3,3,"Asas Tower, Al Khan, Sharjah",Unfurnished,Ready,2023-11-12,0,Unknown,0,0,0,0,0,Al Khan,Sharjah,UAE,25.3223781,55.3593947475409,For Sale
2500000,Medium,Townhouse,3,3,"Noya Viva, Noya, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
3732000,High,Apartment,2,3,"Tower A, Design Quarter, Dubai Design District, Dubai",Furnished,Off-Plan,2023-08-31,0,Unknown,0,0,0,0,0,Dubai Design District,Dubai,UAE,25.189933000000003,55.30201729029881,For Sale
1460000,Medium,Apartment,2,3,"DEC Tower 1, DEC Towers, Dubai Marina, Dubai",Unfurnished,Ready,2024-02-22,125949,DEC TOWERS T1,2009,0,22,216,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale
2700000,Medium,Townhouse,4,6,"Sharjah Sustainable City, Shaghrafa 1, Al Rahmaniya, Sharjah",Furnished,Off-Plan,2024-04-20,0,Unknown,0,0,0,0,0,Al Rahmaniya,Sharjah,UAE,25.33455735,55.57830408329693,For Sale
2802000,Medium,Villa,4,5,"Saro, Masaar, Tilal City, Sharjah",Furnished,Off-Plan,2024-04-14,0,Unknown,0,0,0,0,0,Tilal City,Sharjah,UAE,25.266157,55.584146,For Sale
3070000,High,Apartment,2,2,"Harbour Lights, Dubai Maritime City, Dubai",Unfurnished,Off-Plan,2024-02-27,0,Unknown,0,0,0,0,0,Dubai Maritime City,Dubai,UAE,25.2548579,55.2756623,For Sale
2789999,Medium,Villa,5,6,"Park Greens, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Off-Plan,2024-03-21,0,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
2550000,Medium,Townhouse,5,5,"Claret, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Ready,2024-02-15,0,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
1590000,Medium,Apartment,2,3,"Sonate Residences, JVT District 3, Jumeirah Village Triangle (JVT), Dubai",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Jumeirah Village Triangle (JVT),Dubai,UAE,25.045564,55.187287,For Sale
1900000,Medium,Apartment,2,2,"Belmont Residences, JVT District 4, Jumeirah Village Triangle (JVT), Dubai",Unfurnished,Off-Plan,2024-03-15,0,Unknown,0,0,0,0,0,Jumeirah Village Triangle (JVT),Dubai,UAE,25.045564,55.187287,For Sale
640000,Average,Apartment,1,1,"Lakeside Tower D, Lakeside, Dubai Production City (IMPZ), Dubai",Furnished,Ready,2024-03-02,42220,LAKESIDE D,2014,0,22,223,0,Dubai Production City (IMPZ),Dubai,UAE,25.03078,55.188226,For Sale
725000,Average,Apartment,1,2,"Marina Bay Tower 2, Marina Bay, City of Lights, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2024-01-19,58379,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
1800000,Medium,Villa,1,2,"Nakheel Townhouse, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2024-01-29,119997,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
2500000,Medium,Villa,3,4,"Ruba, Arabian Ranches 3, Dubai",Unfurnished,Off-Plan,2024-02-16,0,Unknown,0,0,0,0,0,Arabian Ranches 3,Dubai,UAE,25.0651524,55.3227884007741,For Sale
1900000,Medium,Townhouse,2,4,"Casares, Bloom Living, Zayed City, Abu Dhabi",Unfurnished,Off-Plan,2024-03-30,0,Unknown,0,0,0,0,0,Zayed City,Abu Dhabi,UAE,23.6515354,53.7019687,For Sale
557000,Average,Apartment,1,2,"Palace Towers, Dubai Silicon Oasis (DSO), Dubai",Unfurnished,Ready,2024-04-06,53327,PALACE TOWER T2,2009,0,18,250,0,Dubai Silicon Oasis (DSO),Dubai,UAE,25.123803,55.384144,For Sale
2694000,Medium,Townhouse,3,4,"Masaar, Tilal City, Sharjah",Unfurnished,Off-Plan,2024-04-22,0,Unknown,0,0,0,0,0,Tilal City,Sharjah,UAE,25.266157,55.584146,For Sale
1004490,Average,Apartment,1,2,"Royal Park, Masdar City, Abu Dhabi",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Masdar City,Abu Dhabi,UAE,24.42748265,54.6234876171374,For Sale
2600000,Medium,Apartment,2,2,"The Crest, Sobha Hartland, Dubai",Unfurnished,Off-Plan,2024-02-01,0,Unknown,0,0,0,0,0,Sobha Hartland,Dubai,UAE,25.177246,55.30791298414965,For Sale
2300000,Medium,Apartment,4,5,"The Blue Tower, Al Majaz 3, Al Majaz, Sharjah",Unfurnished,Ready,2024-01-24,109859,Unknown,0,0,0,0,0,Al Majaz,Sharjah,UAE,25.3256445,55.3886556,For Sale
1870000,Medium,Apartment,1,2,"Ellington House 2, Ellington House, Dubai Hills Estate, Dubai",Furnished,Off-Plan,2024-03-11,0,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale
370000,Average,Apartment,0,1,"Plaza by Reportage, Masdar City, Abu Dhabi",Furnished,Off-Plan,2023-12-21,0,Unknown,0,0,0,0,0,Masdar City,Abu Dhabi,UAE,24.42748265,54.6234876171374,For Sale
2500000,Medium,Townhouse,3,3,"Noya, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-03-16,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.4940223,54.6073721,For Sale
1800000,Medium,Townhouse,4,4,"Natura, DAMAC Hills 2 (Akoya by DAMAC), Dubai",Unfurnished,Off-Plan,2024-04-01,0,Unknown,0,0,0,0,0,DAMAC Hills 2 (Akoya by DAMAC),Dubai,UAE,24.982883,55.37972,For Sale
2413000,Medium,Apartment,3,3,"Azizi Venice, Dubai South, Dubai",Unfurnished,Off-Plan,2024-02-05,0,Unknown,0,0,0,0,0,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale
1330000,Average,Apartment,3,4,"Sahara Tower 6, Sahara Towers, Al Nahda (Sharjah), Sharjah",Unfurnished,Ready,2024-04-20,88502,Unknown,0,0,0,0,0,Al Nahda (Sharjah),Sharjah,UAE,25.3013552,55.3748702,For Sale
1700000,Medium,Apartment,1,2,"Oria, Dubai Creek Harbour, Dubai",Unfurnished,Off-Plan,2024-02-23,0,Unknown,0,0,0,0,0,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale
1700000,Medium,Apartment,2,3,"Ocean Terrace Residence, Marina Square, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2024-01-26,99064,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
2450000,Medium,Residential Plot,2,2,"Jebel Ali Hills, Jebel Ali, Dubai",Unfurnished,Ready,2024-03-28,0,Unknown,0,0,0,0,0,Jebel Ali,Dubai,UAE,24.9775987,55.0910742,For Sale
750000,Average,Apartment,1,2,"Marina Bay By DAMAC, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2023-11-17,53423,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
2450000,Medium,Townhouse,3,3,"Anya, Arabian Ranches 3, Dubai",Unfurnished,Off-Plan,2024-03-28,0,Unknown,0,0,0,0,0,Arabian Ranches 3,Dubai,UAE,25.0651524,55.3227884007741,For Sale
4300000,High,Apartment,3,4,"Peninsula Five Waterfront Duplexes, Peninsula, Business Bay, Dubai",Unfurnished,Off-Plan,2023-12-14,0,Unknown,0,0,0,0,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale
2850000,Medium,Villa,3,4,"Mira Oasis 1, Mira Oasis, Reem, Dubai",Unfurnished,Ready,2024-03-18,144383,Unknown,0,0,0,0,0,Reem,Dubai,UAE,25.0315993,55.275689057829474,For Sale
2300000,Medium,Townhouse,3,4,"Bliss 2, Arabian Ranches 3, Dubai",Unfurnished,Off-Plan,2023-11-20,0,Unknown,0,0,0,0,0,Arabian Ranches 3,Dubai,UAE,25.0651524,55.3227884007741,For Sale
1647000,Medium,Townhouse,2,3,"Hayyan, Barashi, Sharjah",Unfurnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Barashi,Sharjah,UAE,25.290392,55.582488,For Sale
2800000,Medium,Villa,4,6,"Sendian Villas, Masaar, Tilal City, Sharjah",Furnished,Ready,2024-03-28,173696,Unknown,0,0,0,0,0,Tilal City,Sharjah,UAE,25.266157,55.584146,For Sale
440000,Average,Apartment,1,2,"Corniche Tower, Corniche Ajman, Ajman",Unfurnished,Ready,2023-12-15,29307,Unknown,0,0,0,0,0,Corniche Ajman,Ajman,UAE,25.40480875,55.43057455264231,For Sale
1732000,Medium,Apartment,3,4,"Faradis Tower, Al Mamzar, Sharjah",Furnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,Al Mamzar,Sharjah,UAE,25.30845345,55.36713780872966,For Sale
3000000,High,Townhouse,3,4,"Mira Oasis 1, Mira Oasis, Reem, Dubai",Unfurnished,Ready,2024-03-14,160893,Unknown,0,0,0,0,0,Reem,Dubai,UAE,25.0315993,55.275689057829474,For Sale
2089099,Medium,Townhouse,3,5,"Hayyan, Barashi, Sharjah",Unfurnished,Off-Plan,2024-04-20,0,Unknown,0,0,0,0,0,Barashi,Sharjah,UAE,25.290392,55.582488,For Sale
5000000,High,Apartment,2,3,"Grand Bleu Tower 2, Grand Bleu Towers, Emaar Beachfront, Dubai Harbour, Dubai",Unfurnished,Off-Plan,2024-02-09,0,Unknown,0,0,0,0,0,Dubai Harbour,Dubai,UAE,25.0956188,55.13800090659106,For Sale
1950000,Medium,Villa,5,8,"Al Zahya, Ajman",Unfurnished,Ready,2024-04-14,147250,Unknown,0,0,0,0,0,Al Zahya,Ajman,UAE,25.41401,55.596571,For Sale
1990000,Medium,Apartment,1,2,"Canal Crown, Business Bay, Dubai",Unfurnished,Off-Plan,2024-04-09,0,Unknown,0,0,0,0,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale
2400000,Medium,Townhouse,3,3,"Noor Townhouses, Town Square, Dubai",Unfurnished,Ready,2024-02-16,147298,Unknown,0,0,0,0,0,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale
1580000,Medium,Villa,5,7,"Al Yasmeen, Ajman",Unfurnished,Ready,2024-04-17,90630,Unknown,0,0,0,0,0,Al Yasmeen,Ajman,UAE,25.4019945,55.5066576,For Sale
1126956,Average,Apartment,1,2,"Aveline Residences, JVC District 16, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Off-Plan,2024-04-24,0,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
1498900,Medium,Apartment,3,3,"The Manhattan, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Ready,2023-12-18,166950,The Manhattan,2011,0,17,360,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
1450000,Medium,Apartment,1,1,"Yas Golf Collection, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-21,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
525000,Average,Apartment,1,1,"Al Ghadeer Phase 2, Al Ghadeer, Abu Dhabi",Unfurnished,Ready,2024-04-11,51735,Unknown,0,0,0,0,0,Al Ghadeer,Abu Dhabi,UAE,24.84326945,55.02758961604496,For Sale
4500000,High,Villa,5,6,"Hayyan, Barashi, Sharjah",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Barashi,Sharjah,UAE,25.290392,55.582488,For Sale
750000,Average,Residential Plot,0,0,"Al Helio 1, Al Helio, Ajman",Unfurnished,Ready,2024-04-21,0,Unknown,0,0,0,0,0,Al Helio,Ajman,UAE,25.40094635,55.59952668323612,For Sale
3400000,High,Townhouse,2,3,"The Magnolias, Yas Acres, Yas Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-06,0,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
2400000,Medium,Townhouse,3,4,"Bliss, Arabian Ranches 3, Dubai",Unfurnished,Off-Plan,2023-11-23,0,Unknown,0,0,0,0,0,Arabian Ranches 3,Dubai,UAE,25.0651524,55.3227884007741,For Sale
950000,Average,Apartment,1,1,"Water's Edge, Yas Island, Abu Dhabi",Unfurnished,Ready,2024-04-15,60764,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.4940223,54.6073721,For Sale
2500000,Medium,Apartment,4,6,"Faradis Tower, Al Mamzar, Sharjah",Furnished,Off-Plan,2024-03-30,0,Unknown,0,0,0,0,0,Al Mamzar,Sharjah,UAE,25.30845345,55.36713780872966,For Sale
3100000,High,Townhouse,5,6,"Nice, DAMAC Lagoons, Dubai",Furnished,Off-Plan,2023-10-24,0,Unknown,0,0,0,0,0,DAMAC Lagoons,Dubai,UAE,25.017012,55.237944,For Sale
830000,Average,Apartment,2,3,"Mazaya 24, Queue Point, Liwan, Dubai",Furnished,Ready,2024-04-16,61946,Unknown,0,0,0,0,0,Liwan,Dubai,UAE,25.1101209,55.3676993,For Sale
1350000,Average,Apartment,1,2,"The Crest, Sobha Hartland, Dubai",Unfurnished,Off-Plan,2024-03-19,0,Unknown,0,0,0,0,0,Sobha Hartland,Dubai,UAE,25.177246,55.30791298414965,For Sale
1180000,Average,Apartment,1,2,"Ansam 2, Ansam, Yas Island, Abu Dhabi",Unfurnished,Ready,2024-02-13,82877,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.48640395,54.60907120866904,For Sale
550000,Average,Apartment,1,2,"Wadi Tower, City of Arabia, Dubai",Unfurnished,Ready,2024-04-15,0,Unknown,0,0,0,0,0,City of Arabia,Dubai,UAE,25.0924395,55.336933,For Sale
2250000,Medium,Townhouse,3,3,"Amaranta B, Amaranta, Villanova, Dubailand, Dubai",Unfurnished,Ready,2024-02-20,141412,Unknown,0,0,0,0,0,Dubailand,Dubai,UAE,25.05865715,55.245999207609245,For Sale
3189999,High,Villa,4,4,"Mudon Al Ranim 3, Mudon Al Ranim, Mudon, Dubai",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Mudon,Dubai,UAE,25.0204108,55.2679936,For Sale
3140000,High,Apartment,2,3,"Grove Beach Views, Saadiyat Grove, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Saadiyat Island,Abu Dhabi,UAE,24.54597235,54.44368803118431,For Sale
1598000,Medium,Apartment,3,4,"Al Mamsha, Muwaileh, Sharjah",Unfurnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Muwaileh,Sharjah,UAE,25.2963963,55.4421946,For Sale
860000,Average,Apartment,1,1,"Symphony on the Park, Town Square, Dubai",Furnished,Off-Plan,2024-02-20,0,Unknown,0,0,0,0,0,Town Square,Dubai,UAE,25.01085145,55.28887629766314,For Sale
1500000,Medium,Villa,6,8,"Al Yasmeen, Ajman",Unfurnished,Ready,2024-04-07,91776,Unknown,0,0,0,0,0,Al Yasmeen,Ajman,UAE,25.4019945,55.5066576,For Sale
5800000,High,Townhouse,5,6,"Mangrove Village, Abu Dhabi Gate City (Officers City), Abu Dhabi",Unfurnished,Ready,2024-04-06,0,Unknown,0,0,0,0,0,Abu Dhabi Gate City (Officers City),Abu Dhabi,UAE,24.396905,54.503283,For Sale
3525000,High,Apartment,2,3,"Canal Front Residences 7, Canal Front Residences, Al Wasl, Dubai",Unfurnished,Off-Plan,2023-11-24,0,Unknown,0,0,0,0,0,Al Wasl,Dubai,UAE,25.1959326,55.2557371,For Sale
2550000,Medium,Apartment,1,2,"The Sterling West, The Sterling, Business Bay, Dubai",Unfurnished,Ready,2024-02-26,163381,Unknown,0,0,0,0,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale
2400000,Medium,Apartment,2,2,"Golf Grand, Dubai Hills Estate, Dubai",Unfurnished,Off-Plan,2024-03-28,0,Unknown,0,0,0,0,0,Dubai Hills Estate,Dubai,UAE,25.12689085,55.263874387067744,For Sale
790000,Average,Apartment,0,1,"MAG 900, MAG City, District 7, Mohammed Bin Rashid City, Dubai",Unfurnished,Off-Plan,2024-01-16,0,Unknown,0,0,0,0,0,Mohammed Bin Rashid City,Dubai,UAE,25.1640592,55.28566124091724,For Sale
279000,Average,Residential Plot,0,0,"Al Sehma, Sharjah",Unfurnished,Ready,2024-04-06,0,Unknown,0,0,0,0,0,Al Sehma,Sharjah,UAE,25.2697026,55.62420644297271,For Sale
1099000,Average,Apartment,2,3,"Maryam Island, Al Khan, Sharjah",Unfurnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Al Khan,Sharjah,UAE,25.3223781,55.3593947475409,For Sale
3800000,High,Townhouse,3,4,"Reem Hills, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
3600000,High,Villa,5,5,"Marbella, DAMAC Lagoons, Dubai",Unfurnished,Off-Plan,2024-03-22,0,Unknown,0,0,0,0,0,DAMAC Lagoons,Dubai,UAE,25.017012,55.237944,For Sale
4400000,High,Villa,5,4,"Ajmal Makan, Sharjah Waterfront City, Sharjah",Unfurnished,Ready,2023-10-14,0,Unknown,0,0,0,0,0,Sharjah Waterfront City,Sharjah,UAE,25.503021,55.521243,For Sale
900000,Average,Apartment,0,1,"Mayan 1, Mayan, Yas Island, Abu Dhabi",Unfurnished,Ready,2023-12-29,61766,Unknown,0,0,0,0,0,Yas Island,Abu Dhabi,UAE,24.4940223,54.6073721,For Sale
2950000,High,Townhouse,5,5,"Nice, DAMAC Lagoons, Dubai",Unfurnished,Off-Plan,2024-04-15,0,Unknown,0,0,0,0,0,DAMAC Lagoons,Dubai,UAE,25.017012,55.237944,For Sale
2099000,Medium,Apartment,1,2,"DAMAC Heights, Dubai Marina, Dubai",Unfurnished,Ready,2024-04-05,0,Unknown,0,0,0,0,0,Dubai Marina,Dubai,UAE,25.0786415,55.1352524,For Sale
1600000,Medium,Townhouse,2,3,"Saro, Masaar, Tilal City, Sharjah",Unfurnished,Off-Plan,2024-04-19,0,Unknown,0,0,0,0,0,Tilal City,Sharjah,UAE,25.266157,55.584146,For Sale
1599000,Medium,Apartment,3,3,"Meera Shams Tower 1, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",Unfurnished,Ready,2023-12-01,124324,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
2049000,Medium,Apartment,3,4,"Hayyan, Barashi, Sharjah",Unfurnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Barashi,Sharjah,UAE,25.290392,55.582488,For Sale
870000,Average,Apartment,1,2,"Al Maryah Vista, Al Maryah Island, Abu Dhabi",Furnished,Off-Plan,2024-04-16,0,Unknown,0,0,0,0,0,Al Maryah Island,Abu Dhabi,UAE,24.502980450000003,54.38997320324428,For Sale
3000000,High,Townhouse,4,4,"La Rosa 2, La Rosa, Villanova, Dubailand, Dubai",Unfurnished,Ready,2024-03-06,201533,Unknown,0,0,0,0,0,Dubailand,Dubai,UAE,25.05865715,55.245999207609245,For Sale
3000000,High,Apartment,2,4,"The Atria, Business Bay, Dubai",Unfurnished,Ready,2023-07-28,162270,Unknown,0,0,0,0,0,Business Bay,Dubai,UAE,25.18942655,55.26481901527489,For Sale
1328619,Average,Townhouse,4,5,"Verdana 2, Dubai Investment Park (DIP), Dubai",Unfurnished,Off-Plan,2024-04-14,0,Unknown,0,0,0,0,0,Dubai Investment Park (DIP),Dubai,UAE,24.983282,55.179132,For Sale
3200000,High,Apartment,2,2,"Creek Palace, Dubai Creek Harbour, Dubai",Unfurnished,Off-Plan,2024-02-20,0,Unknown,0,0,0,0,0,Dubai Creek Harbour,Dubai,UAE,25.197978,55.36037960558315,For Sale
1480000,Medium,Apartment,2,3,"Equiti Home, Al Furjan West, Al Furjan, Dubai",Unfurnished,Off-Plan,2024-04-14,0,Unknown,0,0,0,0,0,Al Furjan,Dubai,UAE,25.0267099,55.1469903,For Sale
1993000,Medium,Apartment,2,3,"Radiant Height, Radiant Square, City of Lights, Al Reem Island, Abu Dhabi",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Al Reem Island,Abu Dhabi,UAE,24.4935984,54.40784050903402,For Sale
980000,Average,Apartment,1,1,"Hamilton House, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Unfurnished,Off-Plan,2024-04-20,0,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
2000000,Medium,Villa,3,4,"Sarab Community, Aljada, Sharjah",Furnished,Ready,2023-11-11,153663,Unknown,0,0,0,0,0,Aljada,Sharjah,UAE,25.31816755,55.47543407937037,For Sale
3000000,High,Townhouse,3,4,"Arabella 1, Arabella Townhouses, Mudon, Dubai",Unfurnished,Ready,2024-03-08,202659,Unknown,0,0,0,0,0,Mudon,Dubai,UAE,25.0204108,55.2679936,For Sale
1750000,Medium,Apartment,1,1,"Burj Views Podium, Burj Views, Downtown Dubai, Dubai",Furnished,Ready,2024-03-27,124855,Burj Views Podium,2009,0,7,287,0,Downtown Dubai,Dubai,UAE,25.18668425,55.27470526460112,For Sale
2200000,Medium,Villa,4,4,"Expo Golf Villas 6 (Greenviews 3), Expo Golf Villas, Emaar South, Dubai South, Dubai",Unfurnished,Off-Plan,2024-03-21,0,Unknown,0,0,0,0,0,Dubai South,Dubai,UAE,24.9144391,55.1615128,For Sale
2549000,Medium,Villa,4,6,"Hayyan, Barashi, Sharjah",Unfurnished,Off-Plan,2024-04-13,0,Unknown,0,0,0,0,0,Barashi,Sharjah,UAE,25.290392,55.582488,For Sale
825000,Average,Residential Plot,0,0,"Al Rawda 2, Al Rawda, Ajman",Unfurnished,Ready,2024-01-27,0,Unknown,0,0,0,0,0,Al Rawda,Ajman,UAE,25.3854439,55.4416202,For Sale
721000,Average,Apartment,1,2,"Maryam Island, Al Khan, Sharjah",Unfurnished,Off-Plan,2024-04-23,0,Unknown,0,0,0,0,0,Al Khan,Sharjah,UAE,25.3223781,55.3593947475409,For Sale
3450000,High,Villa,4,5,"Saro, Masaar, Tilal City, Sharjah",Unfurnished,Off-Plan,2024-04-18,0,Unknown,0,0,0,0,0,Tilal City,Sharjah,UAE,25.266157,55.584146,For Sale
485000,Average,Apartment,0,1,"Q Gardens Lofts, JVC District 13, Jumeirah Village Circle (JVC), Dubai",Furnished,Off-Plan,2024-04-24,0,Unknown,0,0,0,0,0,Jumeirah Village Circle (JVC),Dubai,UAE,25.0559446,55.20746502861806,For Sale
